Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
QB,Carson Wentz (13372096),Carson Wentz,13372096,QB,5600,DET@PHI 09/22/2019 01:00PM ET,PHI,23.78
RB,Kerryon Johnson (13372198),Kerryon Johnson,13372198,RB/FLEX,5600,DET@PHI 09/22/2019 01:00PM ET,DET,12.5
QB,Ben Roethlisberger (13372097),Ben Roethlisberger,13372097,QB,5600,PIT@SF 09/22/2019 04:25PM ET,PIT,6.87
TE,George Kittle (13372832),George Kittle,13372832,TE/FLEX,5600,PIT@SF 09/22/2019 04:25PM ET,SF,10.9
WR,Allen Robinson II (13372496),Allen Robinson II,13372496,WR/FLEX,5600,CHI@WAS 09/23/2019 08:15PM ET,CHI,14.15
RB,Joe Mixon (13372200),Joe Mixon,13372200,RB/FLEX,5500,CIN@BUF 09/22/2019 01:00PM ET,CIN,4.7
WR,John Brown (13372500),John Brown,13372500,WR/FLEX,5500,CIN@BUF 09/22/2019 01:00PM ET,BUF,21.25
QB,Matthew Stafford (13372098),Matthew Stafford,13372098,QB,5500,DET@PHI 09/22/2019 01:00PM ET,DET,24.35
WR,Dede Westbrook (13372502),Dede Westbrook,13372502,WR/FLEX,5400,TEN@JAX 09/19/2019 08:20PM ET,JAX,7.75
WR,Josh Gordon (13372504),Josh Gordon,13372504,WR/FLEX,5400,NYJ@NE 09/22/2019 01:00PM ET,NE,10.1
QB,Jameis Winston (13372099),Jameis Winston,13372099,QB,5400,NYG@TB 09/22/2019 04:05PM ET,TB,11.64
RB,Matt Breida (13372202),Matt Breida,13372202,RB/FLEX,5400,PIT@SF 09/22/2019 04:25PM ET,SF,10.45
QB,Andy Dalton (13372100),Andy Dalton,13372100,QB,5300,CIN@BUF 09/22/2019 01:00PM ET,CIN,24.18
WR,Calvin Ridley (13372508),Calvin Ridley,13372508,WR/FLEX,5300,ATL@IND 09/22/2019 01:00PM ET,ATL,21.95
RB,Josh Jacobs (13372204),Josh Jacobs,13372204,RB/FLEX,5300,OAK@MIN 09/22/2019 01:00PM ET,OAK,17.1
RB,Jaylen Samuels (13372206),Jaylen Samuels,13372206,RB/FLEX,5300,PIT@SF 09/22/2019 04:25PM ET,PIT,2.85
WR,Jarvis Landry (13372506),Jarvis Landry,13372506,WR/FLEX,5300,LAR@CLE 09/22/2019 08:20PM ET,CLE,8.95
QB,Marcus Mariota (13372101),Marcus Mariota,13372101,QB,5200,TEN@JAX 09/19/2019 08:20PM ET,TEN,18.84
QB,Jacoby Brissett (13372102),Jacoby Brissett,13372102,QB,5200,ATL@IND 09/22/2019 01:00PM ET,IND,17.42
RB,Damien Williams (13372208),Damien Williams,13372208,RB/FLEX,5200,BAL@KC 09/22/2019 01:00PM ET,KC,13.55
WR,Demarcus Robinson (13372510),Demarcus Robinson,13372510,WR/FLEX,5200,BAL@KC 09/22/2019 01:00PM ET,KC,19.6
TE,Evan Engram (13372834),Evan Engram,13372834,TE/FLEX,5200,NYG@TB 09/22/2019 04:05PM ET,NYG,21.2
RB,David Montgomery (13372212),David Montgomery,13372212,RB/FLEX,5200,CHI@WAS 09/23/2019 08:15PM ET,CHI,9.65
WR,John Ross III (13372512),John Ross III,13372512,WR/FLEX,5100,CIN@BUF 09/22/2019 01:00PM ET,CIN,31
QB,Kirk Cousins (13372103),Kirk Cousins,13372103,QB,5100,OAK@MIN 09/22/2019 01:00PM ET,MIN,13.11
RB,James White (13372210),James White,13372210,RB/FLEX,5100,NYJ@NE 09/22/2019 01:00PM ET,NE,12.55
WR,Larry Fitzgerald (13372514),Larry Fitzgerald,13372514,WR/FLEX,5100,CAR@ARI 09/22/2019 04:05PM ET,ARI,23.35
QB,Eli Manning (13372104),Eli Manning,13372104,QB,5100,NYG@TB 09/22/2019 04:05PM ET,NYG,15.52
QB,Mitchell Trubisky (13372105),Mitchell Trubisky,13372105,QB,5100,CHI@WAS 09/23/2019 08:15PM ET,CHI,7.41
RB,LeSean McCoy (13372214),LeSean McCoy,13372214,RB/FLEX,5000,BAL@KC 09/22/2019 01:00PM ET,KC,7.8
WR,Mecole Hardman (13372520),Mecole Hardman,13372520,WR/FLEX,5000,BAL@KC 09/22/2019 01:00PM ET,KC,8.05
QB,Sam Darnold (13372107),Sam Darnold,13372107,QB,5000,NYJ@NE 09/22/2019 01:00PM ET,NYJ,13
WR,Marvin Jones Jr. (13372516),Marvin Jones Jr.,13372516,WR/FLEX,5000,DET@PHI 09/22/2019 01:00PM ET,DET,9.65
WR,Christian Kirk (13372522),Christian Kirk,13372522,WR/FLEX,5000,CAR@ARI 09/22/2019 04:05PM ET,ARI,15.4
QB,Daniel Jones (13372106),Daniel Jones,13372106,QB,5000,NYG@TB 09/22/2019 04:05PM ET,NYG,0.18
WR,Marquise Goodwin (13372518),Marquise Goodwin,13372518,WR/FLEX,5000,PIT@SF 09/22/2019 04:25PM ET,SF,9.2
QB,Gardner Minshew II (13372108),Gardner Minshew II,13372108,QB,4900,TEN@JAX 09/19/2019 08:20PM ET,JAX,17.86
RB,Devonta Freeman (13372216),Devonta Freeman,13372216,RB/FLEX,4900,ATL@IND 09/22/2019 01:00PM ET,ATL,7.25
QB,Derek Carr (13372109),Derek Carr,13372109,QB,4900,OAK@MIN 09/22/2019 01:00PM ET,OAK,13.14
WR,Sterling Shepard (13372524),Sterling Shepard,13372524,WR/FLEX,4900,NYG@TB 09/22/2019 04:05PM ET,NYG,10.2
WR,Will Fuller V (13372526),Will Fuller V,13372526,WR/FLEX,4900,HOU@LAC 09/22/2019 04:25PM ET,HOU,8.45
WR,Mike Williams (13372528),Mike Williams,13372528,WR/FLEX,4900,HOU@LAC 09/22/2019 04:25PM ET,LAC,8.1
WR,Geronimo Allison (13372530),Geronimo Allison,13372530,WR/FLEX,4800,DEN@GB 09/22/2019 01:00PM ET,GB,5.75
WR,Emmanuel Sanders (13372532),Emmanuel Sanders,13372532,WR/FLEX,4800,DEN@GB 09/22/2019 01:00PM ET,DEN,24.2
WR,Jamison Crowder (13372534),Jamison Crowder,13372534,WR/FLEX,4800,NYJ@NE 09/22/2019 01:00PM ET,NYJ,16.15
WR,Robby Anderson (13372538),Robby Anderson,13372538,WR/FLEX,4800,NYJ@NE 09/22/2019 01:00PM ET,NYJ,8.7
QB,Josh McCown (13372111),Josh McCown,13372111,QB,4800,DET@PHI 09/22/2019 01:00PM ET,PHI,0.96
WR,Curtis Samuel (13372536),Curtis Samuel,13372536,WR/FLEX,4800,CAR@ARI 09/22/2019 04:05PM ET,CAR,10.25
QB,Mason Rudolph (13372110),Mason Rudolph,13372110,QB,4800,PIT@SF 09/22/2019 04:25PM ET,PIT,12.18
RB,Tevin Coleman (13372218),Tevin Coleman,13372218,RB/FLEX,4800,PIT@SF 09/22/2019 04:25PM ET,SF,7.6
QB,Nick Foles (13372112),Nick Foles,13372112,QB,4700,TEN@JAX 09/19/2019 08:20PM ET,JAX,7
WR,DJ Chark Jr. (13372542),DJ Chark Jr.,13372542,WR/FLEX,4700,TEN@JAX 09/19/2019 08:20PM ET,JAX,23.05
TE,Delanie Walker (13372836),Delanie Walker,13372836,TE/FLEX,4700,TEN@JAX 09/19/2019 08:20PM ET,TEN,15.2
QB,Teddy Bridgewater (13372113),Teddy Bridgewater,13372113,QB,4700,NO@SEA 09/22/2019 04:25PM ET,NO,7.1
WR,DK Metcalf (13372540),DK Metcalf,13372540,WR/FLEX,4700,NO@SEA 09/22/2019 04:25PM ET,SEA,14
RB,Raheem Mostert (13372220),Raheem Mostert,13372220,RB/FLEX,4700,PIT@SF 09/22/2019 04:25PM ET,SF,14.55
QB,Case Keenum (13372114),Case Keenum,13372114,QB,4700,CHI@WAS 09/23/2019 08:15PM ET,WAS,23.47
QB,Dwayne Haskins Jr. (13372115),Dwayne Haskins Jr.,13372115,QB,4700,CHI@WAS 09/23/2019 08:15PM ET,WAS,0
WR,Randall Cobb (13372546),Randall Cobb,13372546,WR/FLEX,4600,MIA@DAL 09/22/2019 01:00PM ET,DAL,12.7
QB,Joe Flacco (13372116),Joe Flacco,13372116,QB,4600,DEN@GB 09/22/2019 01:00PM ET,DEN,15.75
TE,Mark Andrews (13372838),Mark Andrews,13372838,TE/FLEX,4600,BAL@KC 09/22/2019 01:00PM ET,BAL,28
QB,Luke Falk (13382448),Luke Falk,13382448,QB,4600,NYJ@NE 09/22/2019 01:00PM ET,NYJ,7.92
RB,Peyton Barber (13372222),Peyton Barber,13372222,RB/FLEX,4600,NYG@TB 09/22/2019 04:05PM ET,TB,11.2
WR,Golden Tate (13372544),Golden Tate,13372544,WR/FLEX,4600,NYG@TB 09/22/2019 04:05PM ET,NYG,0
QB,Ryan Fitzpatrick (13372118),Ryan Fitzpatrick,13372118,QB,4500,MIA@DAL 09/22/2019 01:00PM ET,MIA,6.18
QB,Josh Rosen (13372119),Josh Rosen,13372119,QB,4500,MIA@DAL 09/22/2019 01:00PM ET,MIA,1.04
RB,Kenyan Drake (13372224),Kenyan Drake,13372224,RB/FLEX,4500,MIA@DAL 09/22/2019 01:00PM ET,MIA,7.25
WR,Courtland Sutton (13372550),Courtland Sutton,13372550,WR/FLEX,4500,DEN@GB 09/22/2019 01:00PM ET,DEN,15
QB,Trevor Siemian (13372117),Trevor Siemian,13372117,QB,4500,NYJ@NE 09/22/2019 01:00PM ET,NYJ,0.12
RB,Carlos Hyde (13372226),Carlos Hyde,13372226,RB/FLEX,4500,HOU@LAC 09/22/2019 04:25PM ET,HOU,9.25
WR,Deebo Samuel (13372548),Deebo Samuel,13372548,WR/FLEX,4500,PIT@SF 09/22/2019 04:25PM ET,SF,13.05
WR,Dante Pettis (13372552),Dante Pettis,13372552,WR/FLEX,4500,PIT@SF 09/22/2019 04:25PM ET,SF,1.17
QB,Blake Bortles (13372120),Blake Bortles,13372120,QB,4500,LAR@CLE 09/22/2019 08:20PM ET,LAR,0
RB,Malcolm Brown (13372228),Malcolm Brown,13372228,RB/FLEX,4500,LAR@CLE 09/22/2019 08:20PM ET,LAR,11.5
RB,Chris Thompson (13372230),Chris Thompson,13372230,RB/FLEX,4500,CHI@WAS 09/23/2019 08:15PM ET,WAS,12.45
WR,Terry McLaurin (13372554),Terry McLaurin,13372554,WR/FLEX,4500,CHI@WAS 09/23/2019 08:15PM ET,WAS,21.85
WR,Marqise Lee (13372558),Marqise Lee,13372558,WR/FLEX,4400,TEN@JAX 09/19/2019 08:20PM ET,JAX,0
RB,Frank Gore (13372232),Frank Gore,13372232,RB/FLEX,4400,CIN@BUF 09/22/2019 01:00PM ET,BUF,9.15
WR,Cole Beasley (13372556),Cole Beasley,13372556,WR/FLEX,4400,CIN@BUF 09/22/2019 01:00PM ET,BUF,10.65
RB,Royce Freeman (13372234),Royce Freeman,13372234,RB/FLEX,4400,DEN@GB 09/22/2019 01:00PM ET,DEN,11.15
RB,Ty Montgomery (13372236),Ty Montgomery,13372236,RB/FLEX,4400,NYJ@NE 09/22/2019 01:00PM ET,NYJ,3.7
QB,Taysom Hill (13372121),Taysom Hill,13372121,QB,4400,NO@SEA 09/22/2019 04:25PM ET,NO,6.15
QB,Nick Mullens (13372122),Nick Mullens,13372122,QB,4400,PIT@SF 09/22/2019 04:25PM ET,SF,0
QB,Chase Daniel (13372123),Chase Daniel,13372123,QB,4400,CHI@WAS 09/23/2019 08:15PM ET,CHI,0
RB,Tarik Cohen (13372238),Tarik Cohen,13372238,RB/FLEX,4400,CHI@WAS 09/23/2019 08:15PM ET,CHI,8.7
WR,Chris Conley (13372562),Chris Conley,13372562,WR/FLEX,4300,TEN@JAX 09/19/2019 08:20PM ET,JAX,16.5
RB,Devin Singletary (13372244),Devin Singletary,13372244,RB/FLEX,4300,CIN@BUF 09/22/2019 01:00PM ET,BUF,13.25
DST,Cowboys  (13373052),Cowboys ,13373052,DST,4300,MIA@DAL 09/22/2019 01:00PM ET,DAL,3.5
RB,Phillip Lindsay (13372242),Phillip Lindsay,13372242,RB/FLEX,4300,DEN@GB 09/22/2019 01:00PM ET,DEN,10.6
WR,Marquez Valdes-Scantling (13372560),Marquez Valdes-Scantling,13372560,WR/FLEX,4300,DEN@GB 09/22/2019 01:00PM ET,GB,7.05
QB,Brian Hoyer (13372124),Brian Hoyer,13372124,QB,4300,ATL@IND 09/22/2019 01:00PM ET,IND,0
QB,Jarrett Stidham (13372125),Jarrett Stidham,13372125,QB,4300,NYJ@NE 09/22/2019 01:00PM ET,NE,0
RB,Duke Johnson (13372240),Duke Johnson,13372240,RB/FLEX,4300,HOU@LAC 09/22/2019 04:25PM ET,HOU,8.05
TE,Vance McDonald (13372840),Vance McDonald,13372840,TE/FLEX,4300,PIT@SF 09/22/2019 04:25PM ET,PIT,14.4
QB,Ryan Tannehill (13372126),Ryan Tannehill,13372126,QB,4200,TEN@JAX 09/19/2019 08:20PM ET,TEN,-0.2
WR,Corey Davis (13372566),Corey Davis,13372566,WR/FLEX,4200,TEN@JAX 09/19/2019 08:20PM ET,TEN,3.4
QB,Matt Barkley (13372127),Matt Barkley,13372127,QB,4200,CIN@BUF 09/22/2019 01:00PM ET,BUF,0
RB,Giovani Bernard (13372248),Giovani Bernard,13372248,RB/FLEX,4200,CIN@BUF 09/22/2019 01:00PM ET,CIN,5.3
QB,Cooper Rush (13372128),Cooper Rush,13372128,QB,4200,MIA@DAL 09/22/2019 01:00PM ET,DAL,0
WR,Willie Snead IV (13372564),Willie Snead IV,13372564,WR/FLEX,4200,BAL@KC 09/22/2019 01:00PM ET,BAL,6.8
RB,Justin Jackson (13372246),Justin Jackson,13372246,RB/FLEX,4200,HOU@LAC 09/22/2019 04:25PM ET,LAC,7.25
QB,Colt McCoy (13372129),Colt McCoy,13372129,QB,4200,CHI@WAS 09/23/2019 08:15PM ET,WAS,0
RB,Kalen Ballage (13372256),Kalen Ballage,13372256,RB/FLEX,4100,MIA@DAL 09/22/2019 01:00PM ET,MIA,2.2
TE,Darren Waller (13372842),Darren Waller,13372842,TE/FLEX,4100,OAK@MIN 09/22/2019 01:00PM ET,OAK,13.15
RB,Jordan Howard (13372254),Jordan Howard,13372254,RB/FLEX,4100,DET@PHI 09/22/2019 01:00PM ET,PHI,5.55
QB,AJ McCarron (13372130),AJ McCarron,13372130,QB,4100,HOU@LAC 09/22/2019 04:25PM ET,HOU,0
RB,Latavius Murray (13372250),Latavius Murray,13372250,RB/FLEX,4100,NO@SEA 09/22/2019 04:25PM ET,NO,8
RB,Rashaad Penny (13372252),Rashaad Penny,13372252,RB/FLEX,4100,NO@SEA 09/22/2019 04:25PM ET,SEA,7.65
QB,Drew Stanton (13372131),Drew Stanton,13372131,QB,4100,LAR@CLE 09/22/2019 08:20PM ET,CLE,0
WR,Paul Richardson Jr. (13372568),Paul Richardson Jr.,13372568,WR/FLEX,4100,CHI@WAS 09/23/2019 08:15PM ET,WAS,9.1
QB,Josh Dobbs (13372132),Josh Dobbs,13372132,QB,4000,TEN@JAX 09/19/2019 08:20PM ET,JAX,0
QB,Ryan Finley (13372134),Ryan Finley,13372134,QB,4000,CIN@BUF 09/22/2019 01:00PM ET,CIN,0
QB,Jake Dolegala (13372135),Jake Dolegala,13372135,QB,4000,CIN@BUF 09/22/2019 01:00PM ET,CIN,0
WR,DeVante Parker (13372574),DeVante Parker,13372574,WR/FLEX,4000,MIA@DAL 09/22/2019 01:00PM ET,MIA,5.25
QB,Brandon Allen (13372136),Brandon Allen,13372136,QB,4000,DEN@GB 09/22/2019 01:00PM ET,DEN,0
QB,Tim Boyle (13372139),Tim Boyle,13372139,QB,4000,DEN@GB 09/22/2019 01:00PM ET,GB,0
RB,Jamaal Williams (13372258),Jamaal Williams,13372258,RB/FLEX,4000,DEN@GB 09/22/2019 01:00PM ET,GB,8.3
WR,DaeSean Hamilton (13372570),DaeSean Hamilton,13372570,WR/FLEX,4000,DEN@GB 09/22/2019 01:00PM ET,DEN,3
TE,Jimmy Graham (13372844),Jimmy Graham,13372844,TE/FLEX,4000,DEN@GB 09/22/2019 01:00PM ET,GB,6
QB,Chad Kelly (13372140),Chad Kelly,13372140,QB,4000,ATL@IND 09/22/2019 01:00PM ET,IND,0
QB,Matt Schaub (13372157),Matt Schaub,13372157,QB,4000,ATL@IND 09/22/2019 01:00PM ET,ATL,0
QB,Matt Moore (13372141),Matt Moore,13372141,QB,4000,BAL@KC 09/22/2019 01:00PM ET,KC,-0.1
QB,Robert Griffin III (13372155),Robert Griffin III,13372155,QB,4000,BAL@KC 09/22/2019 01:00PM ET,BAL,7.1
QB,Trace McSorley (13372156),Trace McSorley,13372156,QB,4000,BAL@KC 09/22/2019 01:00PM ET,BAL,0
QB,Mike Glennon (13372142),Mike Glennon,13372142,QB,4000,OAK@MIN 09/22/2019 01:00PM ET,OAK,0
QB,DeShone Kizer (13372143),DeShone Kizer,13372143,QB,4000,OAK@MIN 09/22/2019 01:00PM ET,OAK,0
QB,Sean Mannion (13372144),Sean Mannion,13372144,QB,4000,OAK@MIN 09/22/2019 01:00PM ET,MIN,0
QB,Josh Johnson (13372137),Josh Johnson,13372137,QB,4000,DET@PHI 09/22/2019 01:00PM ET,DET,0
QB,David Blough (13372138),David Blough,13372138,QB,4000,DET@PHI 09/22/2019 01:00PM ET,DET,0
QB,Nate Sudfeld (13372146),Nate Sudfeld,13372146,QB,4000,DET@PHI 09/22/2019 01:00PM ET,PHI,0
QB,Brett Hundley (13372147),Brett Hundley,13372147,QB,4000,CAR@ARI 09/22/2019 04:05PM ET,ARI,0
QB,Kyle Allen (13372153),Kyle Allen,13372153,QB,4000,CAR@ARI 09/22/2019 04:05PM ET,CAR,0
QB,Will Grier (13372154),Will Grier,13372154,QB,4000,CAR@ARI 09/22/2019 04:05PM ET,CAR,0
QB,Alex Tanney (13372145),Alex Tanney,13372145,QB,4000,NYG@TB 09/22/2019 04:05PM ET,NYG,0
QB,Blaine Gabbert (13372151),Blaine Gabbert,13372151,QB,4000,NYG@TB 09/22/2019 04:05PM ET,TB,0
QB,Ryan Griffin (13372152),Ryan Griffin,13372152,QB,4000,NYG@TB 09/22/2019 04:05PM ET,TB,0
QB,Alex McGough (13372133),Alex McGough,13372133,QB,4000,HOU@LAC 09/22/2019 04:25PM ET,HOU,0
QB,Easton Stick (13372148),Easton Stick,13372148,QB,4000,HOU@LAC 09/22/2019 04:25PM ET,LAC,0
QB,Tyrod Taylor (13372158),Tyrod Taylor,13372158,QB,4000,HOU@LAC 09/22/2019 04:25PM ET,LAC,0
QB,Geno Smith (13372150),Geno Smith,13372150,QB,4000,NO@SEA 09/22/2019 04:25PM ET,SEA,0
QB,C.J. Beathard (13372149),C.J. Beathard,13372149,QB,4000,PIT@SF 09/22/2019 04:25PM ET,SF,0
WR,Donte Moncrief (13372572),Donte Moncrief,13372572,WR/FLEX,4000,PIT@SF 09/22/2019 04:25PM ET,PIT,1.85
QB,Garrett Gilbert (13372159),Garrett Gilbert,13372159,QB,4000,LAR@CLE 09/22/2019 08:20PM ET,CLE,0
RB,Adrian Peterson (13372260),Adrian Peterson,13372260,RB/FLEX,4000,CHI@WAS 09/23/2019 08:15PM ET,WAS,11.2
WR,Mohamed Sanu (13372580),Mohamed Sanu,13372580,WR/FLEX,3900,ATL@IND 09/22/2019 01:00PM ET,ATL,8.15
RB,Rex Burkhead (13372262),Rex Burkhead,13372262,RB/FLEX,3900,NYJ@NE 09/22/2019 01:00PM ET,NE,11.15
RB,Miles Sanders (13372266),Miles Sanders,13372266,RB/FLEX,3900,DET@PHI 09/22/2019 01:00PM ET,PHI,5.2
RB,Ronald Jones II (13372264),Ronald Jones II,13372264,RB/FLEX,3900,NYG@TB 09/22/2019 04:05PM ET,TB,5.6
WR,Kenny Stills (13372578),Kenny Stills,13372578,WR/FLEX,3900,HOU@LAC 09/22/2019 04:25PM ET,HOU,9.25
TE,Hunter Henry (13372846),Hunter Henry,13372846,TE/FLEX,3900,HOU@LAC 09/22/2019 04:25PM ET,LAC,10
WR,Ted Ginn Jr. (13372576),Ted Ginn Jr.,13372576,WR/FLEX,3900,NO@SEA 09/22/2019 04:25PM ET,NO,10.05
TE,David Njoku (13372848),David Njoku,13372848,TE/FLEX,3900,LAR@CLE 09/22/2019 08:20PM ET,CLE,6.85
DST,Bears  (13373053),Bears ,13373053,DST,3900,CHI@WAS 09/23/2019 08:15PM ET,CHI,7
WR,Adam Humphries (13372590),Adam Humphries,13372590,WR/FLEX,3800,TEN@JAX 09/19/2019 08:20PM ET,TEN,1.75
RB,T.J. Yeldon (13372272),T.J. Yeldon,13372272,RB/FLEX,3800,CIN@BUF 09/22/2019 01:00PM ET,BUF,0
RB,Tony Pollard (13372268),Tony Pollard,13372268,RB/FLEX,3800,MIA@DAL 09/22/2019 01:00PM ET,DAL,2.95
WR,Albert Wilson (13372586),Albert Wilson,13372586,WR/FLEX,3800,MIA@DAL 09/22/2019 01:00PM ET,MIA,3.4
WR,Parris Campbell (13372582),Parris Campbell,13372582,WR/FLEX,3800,ATL@IND 09/22/2019 01:00PM ET,IND,5
TE,Eric Ebron (13372854),Eric Ebron,13372854,TE/FLEX,3800,ATL@IND 09/22/2019 01:00PM ET,IND,6.65
DST,Patriots  (13373054),Patriots ,13373054,DST,3800,NYJ@NE 09/22/2019 01:00PM ET,NE,23.5
WR,Danny Amendola (13372588),Danny Amendola,13372588,WR/FLEX,3800,DET@PHI 09/22/2019 01:00PM ET,DET,13.2
RB,Chase Edmonds (13372270),Chase Edmonds,13372270,RB/FLEX,3800,CAR@ARI 09/22/2019 04:05PM ET,ARI,2.1
WR,Cody Latimer (13372584),Cody Latimer,13372584,WR/FLEX,3800,NYG@TB 09/22/2019 04:05PM ET,NYG,8.2
TE,O.J. Howard (13372852),O.J. Howard,13372852,TE/FLEX,3800,NYG@TB 09/22/2019 04:05PM ET,TB,3.1
TE,Jared Cook (13372850),Jared Cook,13372850,TE/FLEX,3800,NO@SEA 09/22/2019 04:25PM ET,NO,5.1
WR,Anthony Miller (13372592),Anthony Miller,13372592,WR/FLEX,3800,CHI@WAS 09/23/2019 08:15PM ET,CHI,0.6
RB,Dion Lewis (13372274),Dion Lewis,13372274,RB/FLEX,3700,TEN@JAX 09/19/2019 08:20PM ET,TEN,3.35
WR,A.J. Brown (13372602),A.J. Brown,13372602,WR/FLEX,3700,TEN@JAX 09/19/2019 08:20PM ET,TEN,10.75
WR,Preston Williams (13372596),Preston Williams,13372596,WR/FLEX,3700,MIA@DAL 09/22/2019 01:00PM ET,MIA,10.85
TE,Jason Witten (13372856),Jason Witten,13372856,TE/FLEX,3700,MIA@DAL 09/22/2019 01:00PM ET,DAL,11.5
RB,Ito Smith (13372276),Ito Smith,13372276,RB/FLEX,3700,ATL@IND 09/22/2019 01:00PM ET,ATL,5.75
RB,Alexander Mattison (13372278),Alexander Mattison,13372278,RB/FLEX,3700,OAK@MIN 09/22/2019 01:00PM ET,MIN,3.7
WR,Hunter Renfrow (13372600),Hunter Renfrow,13372600,WR/FLEX,3700,OAK@MIN 09/22/2019 01:00PM ET,OAK,5.15
TE,Greg Olsen (13372858),Greg Olsen,13372858,TE/FLEX,3700,CAR@ARI 09/22/2019 04:05PM ET,CAR,13.8
WR,Bennie Fowler III (13372594),Bennie Fowler III,13372594,WR/FLEX,3700,NYG@TB 09/22/2019 04:05PM ET,NYG,10.55
WR,Tre'Quan Smith (13372598),Tre'Quan Smith,13372598,WR/FLEX,3700,NO@SEA 09/22/2019 04:25PM ET,NO,9.25
TE,Austin Hooper (13372860),Austin Hooper,13372860,TE/FLEX,3600,ATL@IND 09/22/2019 01:00PM ET,ATL,12.05
RB,Darren Sproles (13372282),Darren Sproles,13372282,RB/FLEX,3600,DET@PHI 09/22/2019 01:00PM ET,PHI,6.9
WR,Nelson Agholor (13372606),Nelson Agholor,13372606,WR/FLEX,3600,DET@PHI 09/22/2019 01:00PM ET,PHI,15.4
WR,Michael Crabtree (13372604),Michael Crabtree,13372604,WR/FLEX,3600,CAR@ARI 09/22/2019 04:05PM ET,ARI,3.3
RB,Darrell Henderson Jr. (13372280),Darrell Henderson Jr.,13372280,RB/FLEX,3600,LAR@CLE 09/22/2019 08:20PM ET,LAR,0
WR,Taylor Gabriel (13372608),Taylor Gabriel,13372608,WR/FLEX,3600,CHI@WAS 09/23/2019 08:15PM ET,CHI,3.95
TE,Trey Burton (13372862),Trey Burton,13372862,TE/FLEX,3600,CHI@WAS 09/23/2019 08:15PM ET,CHI,2.5
RB,Samaje Perine (13372290),Samaje Perine,13372290,RB/FLEX,3500,CIN@BUF 09/22/2019 01:00PM ET,CIN,0
WR,Jakeem Grant (13372610),Jakeem Grant,13372610,WR/FLEX,3500,MIA@DAL 09/22/2019 01:00PM ET,MIA,2.25
RB,Jordan Wilkins (13372284),Jordan Wilkins,13372284,RB/FLEX,3500,ATL@IND 09/22/2019 01:00PM ET,IND,4.8
WR,JJ Arcega-Whiteside (13372614),JJ Arcega-Whiteside,13372614,WR/FLEX,3500,DET@PHI 09/22/2019 01:00PM ET,PHI,0.7
TE,T.J. Hockenson (13372864),T.J. Hockenson,13372864,TE/FLEX,3500,DET@PHI 09/22/2019 01:00PM ET,DET,14.9
DST,Eagles  (13373055),Eagles ,13373055,DST,3500,DET@PHI 09/22/2019 01:00PM ET,PHI,4
RB,Wayne Gallman Jr. (13372288),Wayne Gallman Jr.,13372288,RB/FLEX,3500,NYG@TB 09/22/2019 04:05PM ET,NYG,6.55
RB,Benny Snell Jr. (13372286),Benny Snell Jr.,13372286,RB/FLEX,3500,PIT@SF 09/22/2019 04:25PM ET,PIT,1.15
WR,James Washington (13372612),James Washington,13372612,WR/FLEX,3500,PIT@SF 09/22/2019 04:25PM ET,PIT,5.7
TE,Jordan Reed (13372866),Jordan Reed,13372866,TE/FLEX,3500,CHI@WAS 09/23/2019 08:15PM ET,WAS,0
WR,Isaiah McKenzie (13372616),Isaiah McKenzie,13372616,WR/FLEX,3400,CIN@BUF 09/22/2019 01:00PM ET,BUF,6.2
DST,Bills  (13373057),Bills ,13373057,DST,3400,CIN@BUF 09/22/2019 01:00PM ET,BUF,8
WR,Devin Smith (13372618),Devin Smith,13372618,WR/FLEX,3400,MIA@DAL 09/22/2019 01:00PM ET,DAL,8.2
DST,Packers  (13373056),Packers ,13373056,DST,3400,DEN@GB 09/22/2019 01:00PM ET,GB,13
RB,Nyheim Hines (13372294),Nyheim Hines,13372294,RB/FLEX,3400,ATL@IND 09/22/2019 01:00PM ET,IND,4.05
WR,Chester Rogers (13372624),Chester Rogers,13372624,WR/FLEX,3400,ATL@IND 09/22/2019 01:00PM ET,IND,2.7
WR,Chad Beebe (13372628),Chad Beebe,13372628,WR/FLEX,3400,OAK@MIN 09/22/2019 01:00PM ET,MIN,4.5
TE,Kyle Rudolph (13372870),Kyle Rudolph,13372870,TE/FLEX,3400,OAK@MIN 09/22/2019 01:00PM ET,MIN,1.95
RB,Damien Harris (13372292),Damien Harris,13372292,RB/FLEX,3400,NYJ@NE 09/22/2019 01:00PM ET,NE,0
WR,Phillip Dorsett II (13372620),Phillip Dorsett II,13372620,WR/FLEX,3400,NYJ@NE 09/22/2019 01:00PM ET,NE,16.2
WR,KeeSean Johnson (13372626),KeeSean Johnson,13372626,WR/FLEX,3400,CAR@ARI 09/22/2019 04:05PM ET,ARI,7.85
WR,Keke Coutee (13372630),Keke Coutee,13372630,WR/FLEX,3400,HOU@LAC 09/22/2019 04:25PM ET,HOU,2.7
WR,Malik Turner (13372622),Malik Turner,13372622,WR/FLEX,3400,NO@SEA 09/22/2019 04:25PM ET,SEA,4.2
TE,Will Dissly (13372868),Will Dissly,13372868,TE/FLEX,3400,NO@SEA 09/22/2019 04:25PM ET,SEA,12.1
DST,Titans  (13373058),Titans ,13373058,DST,3300,TEN@JAX 09/19/2019 08:20PM ET,TEN,15.5
