Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
WR,Marqise Lee (13370417),Marqise Lee,13370417,FLEX,6600,TEN@JAX 09/19/2019 08:20PM ET,JAX,0
RB,Dion Lewis (13370461),Dion Lewis,13370461,CPT,6300,TEN@JAX 09/19/2019 08:20PM ET,TEN,3.35
QB,Nick Foles (13370418),Nick Foles,13370418,FLEX,6200,TEN@JAX 09/19/2019 08:20PM ET,JAX,7
QB,Josh Dobbs (13370419),Josh Dobbs,13370419,FLEX,6200,TEN@JAX 09/19/2019 08:20PM ET,JAX,0
QB,Ryan Tannehill (13370420),Ryan Tannehill,13370420,FLEX,6200,TEN@JAX 09/19/2019 08:20PM ET,TEN,-0.2
WR,Corey Davis (13370421),Corey Davis,13370421,FLEX,6000,TEN@JAX 09/19/2019 08:20PM ET,TEN,3.4
DST,Jaguars  (13370462),Jaguars ,13370462,CPT,5700,TEN@JAX 09/19/2019 08:20PM ET,JAX,2
WR,A.J. Brown (13370422),A.J. Brown,13370422,FLEX,5600,TEN@JAX 09/19/2019 08:20PM ET,TEN,10.75
K,Cairo Santos (13370463),Cairo Santos,13370463,CPT,5400,TEN@JAX 09/19/2019 08:20PM ET,TEN,9.5
DST,Titans  (13370423),Titans ,13370423,FLEX,5200,TEN@JAX 09/19/2019 08:20PM ET,TEN,15.5
K,Josh Lambo (13370464),Josh Lambo,13370464,CPT,5100,TEN@JAX 09/19/2019 08:20PM ET,JAX,7.5
WR,Adam Humphries (13370465),Adam Humphries,13370465,CPT,4800,TEN@JAX 09/19/2019 08:20PM ET,TEN,1.75
RB,Dion Lewis (13370424),Dion Lewis,13370424,FLEX,4200,TEN@JAX 09/19/2019 08:20PM ET,TEN,3.35
TE,James O'Shaughnessy (13370466),James O'Shaughnessy,13370466,CPT,3900,TEN@JAX 09/19/2019 08:20PM ET,JAX,7
DST,Jaguars  (13370425),Jaguars ,13370425,FLEX,3800,TEN@JAX 09/19/2019 08:20PM ET,JAX,2
K,Cairo Santos (13370426),Cairo Santos,13370426,FLEX,3600,TEN@JAX 09/19/2019 08:20PM ET,TEN,9.5
K,Josh Lambo (13370427),Josh Lambo,13370427,FLEX,3400,TEN@JAX 09/19/2019 08:20PM ET,JAX,7.5
WR,Adam Humphries (13370428),Adam Humphries,13370428,FLEX,3200,TEN@JAX 09/19/2019 08:20PM ET,TEN,1.75
TE,James O'Shaughnessy (13370429),James O'Shaughnessy,13370429,FLEX,2600,TEN@JAX 09/19/2019 08:20PM ET,JAX,7
TE,Geoff Swaim (13370467),Geoff Swaim,13370467,CPT,2100,TEN@JAX 09/19/2019 08:20PM ET,JAX,5.05
WR,Keelan Cole (13370468),Keelan Cole,13370468,CPT,1500,TEN@JAX 09/19/2019 08:20PM ET,JAX,0
TE,Geoff Swaim (13370430),Geoff Swaim,13370430,FLEX,1400,TEN@JAX 09/19/2019 08:20PM ET,JAX,5.05
WR,Tajae Sharpe (13370469),Tajae Sharpe,13370469,CPT,1200,TEN@JAX 09/19/2019 08:20PM ET,TEN,2.2
WR,Keelan Cole (13370431),Keelan Cole,13370431,FLEX,1000,TEN@JAX 09/19/2019 08:20PM ET,JAX,0
TE,Jonnu Smith (13370470),Jonnu Smith,13370470,CPT,900,TEN@JAX 09/19/2019 08:20PM ET,TEN,1.35
WR,Tajae Sharpe (13370432),Tajae Sharpe,13370432,FLEX,800,TEN@JAX 09/19/2019 08:20PM ET,TEN,2.2
TE,Jonnu Smith (13370433),Jonnu Smith,13370433,FLEX,600,TEN@JAX 09/19/2019 08:20PM ET,TEN,1.35
RB,Ryquell Armstead (13370471),Ryquell Armstead,13370471,CPT,600,TEN@JAX 09/19/2019 08:20PM ET,JAX,0.35
TE,Josh Oliver (13370472),Josh Oliver,13370472,CPT,600,TEN@JAX 09/19/2019 08:20PM ET,JAX,0
RB,Ryquell Armstead (13370434),Ryquell Armstead,13370434,FLEX,400,TEN@JAX 09/19/2019 08:20PM ET,JAX,0.35
TE,Josh Oliver (13370435),Josh Oliver,13370435,FLEX,400,TEN@JAX 09/19/2019 08:20PM ET,JAX,0
RB,David Fluellen (13370473),David Fluellen,13370473,CPT,300,TEN@JAX 09/19/2019 08:20PM ET,TEN,0
WR,C.J. Board (13370474),C.J. Board,13370474,CPT,300,TEN@JAX 09/19/2019 08:20PM ET,JAX,0
RB,Tyler Ervin (13370475),Tyler Ervin,13370475,CPT,300,TEN@JAX 09/19/2019 08:20PM ET,JAX,0
WR,Darius Jennings (13370476),Darius Jennings,13370476,CPT,300,TEN@JAX 09/19/2019 08:20PM ET,TEN,1.05
RB,Devine Ozigbo (13370477),Devine Ozigbo,13370477,CPT,300,TEN@JAX 09/19/2019 08:20PM ET,JAX,0
TE,Anthony Firkser (13370478),Anthony Firkser,13370478,CPT,300,TEN@JAX 09/19/2019 08:20PM ET,TEN,0
TE,Beau Brinkley (13370479),Beau Brinkley,13370479,CPT,300,TEN@JAX 09/19/2019 08:20PM ET,TEN,0
TE,Seth DeValve (13370480),Seth DeValve,13370480,CPT,300,TEN@JAX 09/19/2019 08:20PM ET,JAX,0
TE,MyCole Pruitt (13370481),MyCole Pruitt,13370481,CPT,300,TEN@JAX 09/19/2019 08:20PM ET,TEN,0
TE,Matt Orzech (13370482),Matt Orzech,13370482,CPT,300,TEN@JAX 09/19/2019 08:20PM ET,JAX,0
RB,David Fluellen (13370436),David Fluellen,13370436,FLEX,200,TEN@JAX 09/19/2019 08:20PM ET,TEN,0
WR,C.J. Board (13370437),C.J. Board,13370437,FLEX,200,TEN@JAX 09/19/2019 08:20PM ET,JAX,0
RB,Tyler Ervin (13370438),Tyler Ervin,13370438,FLEX,200,TEN@JAX 09/19/2019 08:20PM ET,JAX,0
WR,Darius Jennings (13370439),Darius Jennings,13370439,FLEX,200,TEN@JAX 09/19/2019 08:20PM ET,TEN,1.05
RB,Devine Ozigbo (13370440),Devine Ozigbo,13370440,FLEX,200,TEN@JAX 09/19/2019 08:20PM ET,JAX,0
TE,Anthony Firkser (13370441),Anthony Firkser,13370441,FLEX,200,TEN@JAX 09/19/2019 08:20PM ET,TEN,0
TE,Beau Brinkley (13370442),Beau Brinkley,13370442,FLEX,200,TEN@JAX 09/19/2019 08:20PM ET,TEN,0
TE,Seth DeValve (13370443),Seth DeValve,13370443,FLEX,200,TEN@JAX 09/19/2019 08:20PM ET,JAX,0
TE,MyCole Pruitt (13370444),MyCole Pruitt,13370444,FLEX,200,TEN@JAX 09/19/2019 08:20PM ET,TEN,0
TE,Matt Orzech (13370445),Matt Orzech,13370445,FLEX,200,TEN@JAX 09/19/2019 08:20PM ET,JAX,0
