Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RB,Jordan Howard (13428016),Jordan Howard,13428016,CPT,6900,PHI@GB 09/26/2019 08:20PM ET,PHI,6.93
TE,Jimmy Graham (13428017),Jimmy Graham,13428017,CPT,6600,PHI@GB 09/26/2019 08:20PM ET,GB,4
WR,Geronimo Allison (13428018),Geronimo Allison,13428018,CPT,6300,PHI@GB 09/26/2019 08:20PM ET,GB,4.13
RB,Miles Sanders (13427974),Miles Sanders,13427974,FLEX,6200,PHI@GB 09/26/2019 08:20PM ET,PHI,8
QB,Nate Sudfeld (13427975),Nate Sudfeld,13427975,FLEX,5800,PHI@GB 09/26/2019 08:20PM ET,PHI,0
QB,Josh McCown (13427976),Josh McCown,13427976,FLEX,5800,PHI@GB 09/26/2019 08:20PM ET,PHI,0.96
QB,Tim Boyle (13427977),Tim Boyle,13427977,FLEX,5800,PHI@GB 09/26/2019 08:20PM ET,GB,0
K,Mason Crosby (13428019),Mason Crosby,13428019,CPT,5400,PHI@GB 09/26/2019 08:20PM ET,GB,6
K,Jake Elliott (13428020),Jake Elliott,13428020,CPT,5100,PHI@GB 09/26/2019 08:20PM ET,PHI,6.33
RB,Jamaal Williams (13427978),Jamaal Williams,13427978,FLEX,5000,PHI@GB 09/26/2019 08:20PM ET,GB,9.07
DST,Packers  (13427979),Packers ,13427979,FLEX,4800,PHI@GB 09/26/2019 08:20PM ET,GB,13
DST,Eagles  (13428021),Eagles ,13428021,CPT,4800,PHI@GB 09/26/2019 08:20PM ET,PHI,3.33
RB,Jordan Howard (13427980),Jordan Howard,13427980,FLEX,4600,PHI@GB 09/26/2019 08:20PM ET,PHI,6.93
TE,Jimmy Graham (13427981),Jimmy Graham,13427981,FLEX,4400,PHI@GB 09/26/2019 08:20PM ET,GB,4
WR,Geronimo Allison (13427982),Geronimo Allison,13427982,FLEX,4200,PHI@GB 09/26/2019 08:20PM ET,GB,4.13
RB,Darren Sproles (13428022),Darren Sproles,13428022,CPT,4200,PHI@GB 09/26/2019 08:20PM ET,PHI,4.73
K,Mason Crosby (13427983),Mason Crosby,13427983,FLEX,3600,PHI@GB 09/26/2019 08:20PM ET,GB,6
WR,Mack Hollins (13428023),Mack Hollins,13428023,CPT,3600,PHI@GB 09/26/2019 08:20PM ET,PHI,6.73
K,Jake Elliott (13427984),Jake Elliott,13427984,FLEX,3400,PHI@GB 09/26/2019 08:20PM ET,PHI,6.33
DST,Eagles  (13427985),Eagles ,13427985,FLEX,3200,PHI@GB 09/26/2019 08:20PM ET,PHI,3.33
RB,Darren Sproles (13427986),Darren Sproles,13427986,FLEX,2800,PHI@GB 09/26/2019 08:20PM ET,PHI,4.73
WR,JJ Arcega-Whiteside (13428024),JJ Arcega-Whiteside,13428024,CPT,2700,PHI@GB 09/26/2019 08:20PM ET,PHI,1.13
WR,Mack Hollins (13427987),Mack Hollins,13427987,FLEX,2400,PHI@GB 09/26/2019 08:20PM ET,PHI,6.73
WR,JJ Arcega-Whiteside (13427988),JJ Arcega-Whiteside,13427988,FLEX,1800,PHI@GB 09/26/2019 08:20PM ET,PHI,1.13
TE,Dallas Goedert (13428025),Dallas Goedert,13428025,CPT,1500,PHI@GB 09/26/2019 08:20PM ET,PHI,1.8
TE,Dallas Goedert (13427989),Dallas Goedert,13427989,FLEX,1000,PHI@GB 09/26/2019 08:20PM ET,PHI,1.8
TE,Marcedes Lewis (13428026),Marcedes Lewis,13428026,CPT,900,PHI@GB 09/26/2019 08:20PM ET,GB,2.1
TE,Marcedes Lewis (13427990),Marcedes Lewis,13427990,FLEX,600,PHI@GB 09/26/2019 08:20PM ET,GB,2.1
RB,Danny Vitale (13428027),Danny Vitale,13428027,CPT,600,PHI@GB 09/26/2019 08:20PM ET,GB,1.23
RB,Danny Vitale (13427991),Danny Vitale,13427991,FLEX,400,PHI@GB 09/26/2019 08:20PM ET,GB,1.23
RB,Corey Clement (13428028),Corey Clement,13428028,CPT,300,PHI@GB 09/26/2019 08:20PM ET,PHI,-0.5
RB,Dexter Williams (13428029),Dexter Williams,13428029,CPT,300,PHI@GB 09/26/2019 08:20PM ET,GB,0
WR,Jake Kumerow (13428030),Jake Kumerow,13428030,CPT,300,PHI@GB 09/26/2019 08:20PM ET,GB,1.1
TE,Alex Ellis (13428031),Alex Ellis,13428031,CPT,300,PHI@GB 09/26/2019 08:20PM ET,PHI,0
WR,Greg Ward (13428032),Greg Ward,13428032,CPT,300,PHI@GB 09/26/2019 08:20PM ET,PHI,0
WR,Allen Lazard (13428033),Allen Lazard,13428033,CPT,300,PHI@GB 09/26/2019 08:20PM ET,GB,0
TE,Robert Tonyan (13428034),Robert Tonyan,13428034,CPT,300,PHI@GB 09/26/2019 08:20PM ET,GB,1.73
WR,Darrius Shepherd (13428035),Darrius Shepherd,13428035,CPT,300,PHI@GB 09/26/2019 08:20PM ET,GB,0
TE,Evan Baylis (13428036),Evan Baylis,13428036,CPT,300,PHI@GB 09/26/2019 08:20PM ET,GB,0
RB,Corey Clement (13427992),Corey Clement,13427992,FLEX,200,PHI@GB 09/26/2019 08:20PM ET,PHI,-0.5
RB,Dexter Williams (13427993),Dexter Williams,13427993,FLEX,200,PHI@GB 09/26/2019 08:20PM ET,GB,0
WR,Jake Kumerow (13427994),Jake Kumerow,13427994,FLEX,200,PHI@GB 09/26/2019 08:20PM ET,GB,1.1
TE,Alex Ellis (13427995),Alex Ellis,13427995,FLEX,200,PHI@GB 09/26/2019 08:20PM ET,PHI,0
WR,Greg Ward (13427996),Greg Ward,13427996,FLEX,200,PHI@GB 09/26/2019 08:20PM ET,PHI,0
WR,Allen Lazard (13427997),Allen Lazard,13427997,FLEX,200,PHI@GB 09/26/2019 08:20PM ET,GB,0
TE,Robert Tonyan (13427998),Robert Tonyan,13427998,FLEX,200,PHI@GB 09/26/2019 08:20PM ET,GB,1.73
WR,Darrius Shepherd (13427999),Darrius Shepherd,13427999,FLEX,200,PHI@GB 09/26/2019 08:20PM ET,GB,0
TE,Evan Baylis (13428000),Evan Baylis,13428000,FLEX,200,PHI@GB 09/26/2019 08:20PM ET,GB,0
